ID,School,Count,Grade
27263,62,35,7
27264,3,48,4
27265,51,13,3
27266,13,13,5
27267,53,46,10
27268,44,38,5
27269,19,25,12
27270,59,43,2
27271,23,41,9
27272,74,50,10
27273,38,36,8
27274,65,21,4
27275,26,31,3
27276,90,33,7
27277,88,24,12
27278,90,16,11
27279,61,30,11
27280,84,37,9
27281,10,37,1
27282,52,35,2
27283,73,17,3
27284,70,48,1
27285,58,40,2
27286,35,16,1
27287,71,43,2
27288,44,33,12
27289,14,39,6
27290,26,16,4
27291,89,19,2
27292,91,13,10
27293,21,19,10
27294,83,27,11
27295,52,15,4
27296,76,44,11
27297,46,36,5
27298,87,17,8
27299,61,35,3
27300,87,41,5
27301,17,35,3
27302,9,31,12
27303,85,50,1
27304,51,20,8
27305,25,20,7
27306,42,36,3
27307,91,33,10
27308,48,30,4
27309,90,49,3
27310,98,46,8
27311,47,13,11
27312,30,18,3
27313,65,35,1
27314,79,36,4
27315,16,28,9
27316,66,22,8
27317,11,27,6
27318,67,27,8
27319,84,10,1
27320,45,11,10
27321,62,34,11
27322,54,15,1
27323,92,16,12
27324,86,15,2
27325,71,24,3
27326,69,36,5
27327,45,48,12
27328,15,26,1
27329,33,48,9
27330,80,31,11
27331,47,13,10
27332,58,48,9
27333,78,43,10
27334,39,48,6
27335,77,21,3
27336,74,30,8
27337,49,50,11
27338,98,12,4
27339,67,48,9
27340,29,28,9
27341,51,50,3
27342,93,16,8
27343,37,46,10
27344,42,24,9
27345,90,14,2
27346,69,45,3
27347,27,40,11
27348,92,24,8
27349,35,50,9
27350,85,19,8
27351,47,25,2
27352,33,42,6
27353,91,25,5
27354,92,47,7
27355,21,39,6
27356,62,13,1
27357,45,23,11
27358,91,22,4
27359,51,20,3
27360,66,47,11
27361,71,42,10
27362,7,29,9
27363,16,30,12
27364,99,27,11
27365,68,48,9
27366,75,30,2
27367,19,26,1
27368,40,44,11
27369,90,43,3
27370,92,25,8
27371,92,31,1
27372,66,36,4
27373,4,38,12
27374,91,13,11
27375,22,39,8
27376,6,25,7
27377,79,46,9
27378,69,21,9
27379,29,14,6
27380,55,24,10
27381,51,11,4
27382,98,25,2
27383,27,11,7
27384,24,42,6
27385,8,27,9
27386,72,40,3
27387,76,38,4
27388,90,48,12
27389,65,19,6
27390,91,10,2
27391,76,23,10
27392,24,32,8
27393,7,43,7
27394,45,17,11
27395,18,22,3
27396,4,30,5
27397,93,41,3
27398,14,11,4
27399,9,23,6
27400,95,17,2
27401,100,28,7
27402,43,45,10
27403,73,44,1
27404,32,23,4
27405,25,42,4
27406,53,28,10
27407,58,44,5
27408,40,11,2
27409,98,35,3
27410,89,49,5
27411,30,27,4
27412,19,42,4
27413,48,37,7
27414,97,14,5
27415,85,31,6
27416,49,48,9
27417,25,48,12
27418,70,16,8
27419,60,34,6
27420,72,46,10
27421,27,35,1
27422,68,23,5
27423,87,13,9
27424,90,39,12
27425,69,31,7
27426,55,24,6
27427,21,14,6
27428,90,24,12
27429,4,20,12
27430,49,47,10
27431,36,48,7
27432,7,22,12
27433,51,22,12
27434,44,15,2
27435,46,43,1
27436,93,15,3
27437,53,17,2
27438,53,26,10
27439,42,17,2
27440,5,31,10
27441,8,14,9
27442,48,50,10
27443,66,17,2
27444,84,24,3
27445,80,17,3
27446,92,18,5
27447,92,50,4
27448,56,40,4
27449,98,18,6
27450,73,21,7
27451,2,30,6
27452,27,48,2
27453,77,35,9
27454,51,24,9
27455,59,10,3
27456,87,38,8
27457,4,17,1
27458,69,23,11
27459,17,29,3
27460,88,12,12
27461,1,11,6
27462,18,27,10
27463,14,36,4
27464,6,30,7
27465,76,27,7
27466,24,31,4
27467,37,47,4
27468,100,42,3
27469,34,36,10
27470,96,12,7
27471,80,19,5
27472,15,50,5
27473,48,22,6
27474,42,24,11
27475,83,32,2
27476,42,22,11
27477,52,32,12
27478,20,17,6
27479,18,24,6
27480,79,26,3
27481,3,33,3
27482,50,19,3
27483,21,35,1
27484,30,10,4
27485,51,50,9
27486,80,46,4
27487,69,15,6
27488,75,31,12
27489,23,41,10
27490,37,42,6
27491,99,19,1
27492,93,43,2
27493,59,16,6
27494,91,41,4
27495,37,36,5
27496,90,37,7
27497,66,18,1
27498,44,39,5
27499,6,32,8
27500,92,25,8
27501,32,37,7
27502,23,10,5
27503,86,40,4
27504,35,40,8
27505,49,32,9
27506,96,29,12
27507,55,27,3
27508,9,43,9
27509,83,43,4
27510,88,30,12
27511,42,33,6
27512,95,25,2
27513,89,41,1
27514,59,30,11
27515,95,25,1
27516,9,26,10
27517,63,21,4
27518,65,24,6
27519,85,44,9
27520,10,34,9
27521,55,42,11
27522,86,38,6
27523,22,30,8
27524,24,18,12
27525,76,29,8
27526,86,34,4
27527,34,10,6
27528,22,42,10
27529,65,36,9
27530,15,33,8
27531,10,47,4
27532,44,25,5
27533,45,49,5
27534,69,49,8
27535,41,41,3
27536,39,22,9
27537,66,17,8
27538,40,17,3
27539,41,15,8
27540,28,39,3
27541,8,25,7
27542,21,35,3
27543,23,47,2
27544,69,47,2
27545,20,11,3
27546,76,34,4
27547,3,47,5
27548,90,34,5
27549,19,10,6
27550,39,23,11
27551,74,23,8
27552,12,26,10
27553,17,23,9
27554,37,48,8
27555,94,28,3
27556,35,25,1
27557,85,42,6
27558,78,32,11
27559,87,39,9
27560,37,28,10
27561,47,37,4
27562,76,47,1
27563,52,18,2
27564,36,11,11
27565,38,11,9
27566,99,14,5
27567,34,21,9
27568,87,22,10
27569,30,20,6
27570,96,32,5
27571,41,50,4
27572,60,40,3
27573,18,35,10
27574,96,32,11
27575,55,16,5
27576,46,32,5
27577,25,42,5
27578,55,29,1
27579,14,21,10
27580,27,39,1
27581,62,18,8
27582,58,24,3
27583,85,34,9
27584,12,10,4
27585,58,48,5
27586,54,42,3
27587,72,23,5
27588,33,26,4
27589,84,47,3
27590,54,43,8
27591,32,23,2
27592,92,38,9
27593,37,39,3
27594,79,27,4
27595,32,38,2
27596,36,25,5
27597,91,39,11
27598,78,45,9
27599,59,31,1
27600,90,35,1
27601,12,50,8
27602,24,41,2
27603,77,40,3
27604,8,37,4
27605,15,48,8
27606,38,35,12
27607,58,36,8
27608,26,41,12
27609,3,38,6
27610,62,19,2
27611,1,27,11
27612,89,26,1
27613,71,30,4
27614,35,23,12
27615,82,13,9
27616,75,28,6
27617,88,42,4
27618,9,44,4
27619,71,21,2
27620,71,43,6
27621,100,20,10
27622,21,33,12
27623,92,28,3
27624,99,28,3
27625,42,30,6
27626,53,31,8
27627,77,38,5
27628,64,30,10
27629,57,34,2
27630,24,11,11
27631,2,29,9
27632,25,34,12
27633,33,48,5
27634,29,14,4
27635,65,34,5
27636,46,23,3
27637,90,31,5
27638,69,42,8
27639,83,27,1
27640,76,26,3
27641,8,12,9
27642,62,40,5
27643,64,32,1
27644,59,16,7
27645,37,23,2
27646,41,16,6
27647,81,40,11
27648,2,30,4
27649,9,30,3
27650,66,33,7
27651,3,18,4
27652,55,19,4
27653,81,33,6
27654,76,24,11
27655,19,25,5
27656,46,44,1
27657,30,41,3
27658,69,13,5
27659,99,31,11
27660,4,22,6
27661,31,45,12
27662,31,10,3
27663,97,36,6
27664,86,26,3
27665,13,37,11
27666,95,10,1
27667,22,16,8
27668,83,23,11
27669,43,30,6
27670,51,31,12
27671,59,36,5
27672,10,27,2
27673,19,15,7
27674,56,25,1
27675,49,20,3
27676,67,29,9
27677,45,13,7
27678,91,11,7
27679,38,17,7
27680,7,31,7
27681,60,34,8
27682,70,22,1
27683,92,45,4
27684,12,44,12
27685,41,31,5
27686,35,37,11
27687,57,45,4
27688,18,36,8
27689,88,13,11
27690,98,12,6
27691,26,32,8
27692,48,20,10
27693,24,41,11
27694,63,29,8
27695,38,34,7
27696,70,18,4
27697,91,24,11
27698,59,31,12
27699,72,31,10
27700,44,16,5
27701,39,34,4
27702,99,26,9
27703,98,25,3
27704,20,28,7
27705,79,49,3
27706,7,26,10
27707,90,18,8
27708,27,22,12
27709,46,37,6
27710,19,13,2
27711,66,46,5
27712,86,23,3
27713,6,27,9
27714,74,49,5
27715,33,19,4
27716,2,39,7
27717,100,14,8
27718,20,24,10
27719,37,27,1
27720,40,13,9
27721,6,40,5
27722,42,25,2
27723,37,16,10
27724,54,22,7
27725,49,12,9
27726,77,19,7
27727,12,10,2
27728,30,15,3
27729,83,39,1
27730,99,39,5
27731,73,23,2
27732,67,33,2
27733,28,22,10
27734,41,48,8
27735,2,41,1
27736,82,45,4
27737,34,44,12
27738,80,38,1
27739,98,12,5
27740,22,24,4
27741,50,50,6
27742,42,25,1
27743,72,29,1
27744,34,26,2
27745,40,47,2
27746,79,37,5
27747,87,41,8
27748,55,10,10
27749,8,13,1
27750,69,10,10
27751,23,46,12
27752,63,14,2
27753,58,13,6
27754,60,41,6
27755,100,18,7
27756,55,12,8
27757,57,25,4
27758,59,50,5
27759,46,49,2
27760,38,32,7
27761,15,15,7
27762,91,31,12
27763,73,32,2
27764,58,11,9
27765,83,46,8
27766,3,23,7
27767,54,44,8
27768,24,48,7
27769,79,21,11
27770,42,27,5
27771,95,10,7
27772,41,18,10
27773,75,39,12
27774,14,20,6
27775,10,13,4
27776,8,12,6
27777,100,29,8
27778,28,41,7
27779,38,13,1
27780,61,21,1
27781,36,28,9
27782,32,22,3
27783,41,12,3
27784,27,16,4
27785,65,26,4
27786,70,15,6
27787,90,21,5
27788,68,11,3
27789,38,46,5
27790,94,38,12
27791,96,13,9
27792,13,10,3
27793,20,23,5
27794,18,34,9
27795,48,42,2
27796,70,47,10
27797,37,23,5
27798,66,26,10
27799,54,19,1
27800,74,47,3
27801,48,39,1
27802,83,46,8
27803,87,20,11
27804,28,46,7
27805,19,35,5
27806,53,36,9
27807,54,49,11
27808,31,29,8
27809,9,33,10
27810,4,40,5
27811,41,49,7
27812,87,32,11
27813,4,20,8
27814,47,49,3
27815,63,39,12
27816,31,21,5
27817,26,43,4
27818,3,42,7
27819,17,35,6
27820,95,13,12
27821,27,24,12
27822,99,10,12
27823,16,20,1
27824,82,13,12
27825,57,10,12
27826,84,32,12
27827,79,30,4
27828,80,49,3
27829,46,16,3
27830,95,21,12
27831,96,36,4
27832,46,32,10
27833,69,12,1
27834,25,40,2
27835,33,22,2
27836,90,46,1
27837,66,47,10
27838,97,17,10
27839,79,33,2
27840,99,48,11
27841,57,49,6
27842,3,39,4
27843,70,25,7
27844,33,31,6
27845,27,19,3
27846,64,49,2
27847,65,14,1
27848,13,32,3
27849,95,37,8
27850,13,39,4
27851,22,11,5
27852,83,19,4
27853,73,24,1
27854,74,14,4
27855,17,24,7
27856,41,15,1
27857,8,27,1
27858,70,16,9
27859,51,31,11
27860,68,15,8
27861,34,34,11
27862,62,50,6
27863,74,19,4
27864,97,41,7
27865,46,28,10
27866,1,25,7
27867,17,24,8
27868,47,34,8
27869,69,45,8
27870,36,36,7
27871,83,15,7
27872,92,22,4
27873,62,39,3
27874,58,32,11
27875,57,23,12
27876,60,23,12
27877,32,34,8
27878,31,22,6
27879,11,46,10
27880,99,23,7
27881,19,33,9
27882,52,21,9
27883,18,23,11
27884,80,15,2
27885,62,40,11
27886,84,14,12
27887,70,13,7
27888,91,39,8
27889,12,48,12
27890,81,22,6
27891,69,35,6
27892,48,22,11
27893,25,32,11
27894,86,28,7
27895,58,14,11
27896,18,33,8
27897,97,39,8
27898,20,27,1
27899,70,22,4
27900,26,41,8
27901,51,17,5
27902,42,21,4
27903,95,18,2
27904,44,31,6
27905,38,30,9
27906,2,41,9
27907,27,18,8
27908,74,41,6
27909,11,47,11
27910,61,25,6
27911,24,29,11
27912,4,27,11
27913,75,46,5
27914,3,23,6
27915,44,18,3
27916,40,50,5
27917,9,44,9
27918,25,33,10
27919,54,17,11
27920,94,45,8
27921,2,33,7
27922,58,41,9
27923,41,31,8
27924,87,38,3
27925,82,29,5
27926,21,40,7
27927,21,46,8
27928,29,30,10
27929,48,50,4
27930,52,48,4
27931,24,37,7
27932,37,19,11
27933,35,48,3
27934,48,22,10
27935,90,14,10
27936,89,26,7
27937,17,47,8
27938,31,13,11
27939,52,35,1
27940,8,34,7
27941,3,11,7
27942,94,49,1
27943,94,40,7
27944,32,42,12
27945,55,24,10
27946,10,45,8
27947,58,42,6
27948,27,49,9
27949,41,41,9
27950,97,15,1
27951,62,32,7
27952,99,47,11
27953,99,10,6
27954,45,20,7
27955,53,36,7
27956,50,28,8
27957,9,33,8
27958,54,19,3
27959,44,32,11
27960,27,20,9
27961,51,19,4
27962,91,31,7
27963,96,14,9
27964,89,34,2
27965,10,17,8
27966,57,17,3
27967,13,11,7
27968,72,23,2
27969,59,35,8
27970,17,31,10
27971,86,25,4
27972,7,24,10
27973,64,23,12
27974,22,50,9
27975,81,41,11
27976,68,22,7
27977,94,37,6
27978,58,23,10
27979,75,46,8
27980,68,45,10
27981,8,20,3
27982,48,20,4
27983,99,45,5
27984,11,11,5
27985,45,50,1
27986,19,39,1
27987,59,50,7
27988,8,44,12
27989,46,20,7
27990,24,34,4
27991,40,16,7
27992,83,17,4
27993,12,19,6
27994,41,27,9
27995,54,15,8
27996,58,13,3
27997,9,50,9
27998,88,13,3
27999,43,49,2
28000,73,14,3
28001,14,38,3
28002,41,10,9
28003,17,37,10
28004,42,46,2
28005,9,11,5
28006,85,45,12
28007,13,18,3
28008,83,19,8
28009,15,18,7
28010,66,14,1
28011,44,48,1
28012,23,30,10
28013,70,26,9
28014,86,37,1
28015,35,41,7
28016,17,46,2
28017,60,48,3
28018,89,13,9
28019,21,28,5
28020,84,11,10
28021,71,26,6
28022,57,43,1
28023,94,29,3
28024,95,21,7
28025,34,24,6
28026,35,28,7
28027,42,27,2
28028,21,29,1
28029,3,11,6
28030,40,12,10
28031,38,43,8
28032,24,42,9
28033,40,22,3
28034,88,14,6
28035,87,30,4
28036,30,27,8
28037,38,20,8
28038,38,13,5
28039,53,16,9
28040,66,12,5
28041,33,45,11
28042,38,40,6
28043,37,37,9
28044,74,45,10
28045,42,24,1
28046,9,17,3
28047,89,40,12
28048,79,13,12
28049,34,40,10
28050,51,23,1
28051,29,20,8
28052,5,19,4
28053,28,46,1
28054,91,49,11
28055,20,46,11
28056,57,49,9
28057,96,30,2
28058,81,39,8
28059,34,29,1
28060,73,20,3
28061,93,40,10
28062,33,27,10
28063,39,47,10
28064,39,43,7
28065,67,24,2
28066,43,49,2
28067,84,17,10
28068,16,36,11
28069,84,40,4
28070,69,37,8
28071,51,21,4
28072,42,25,1
28073,24,22,4
28074,39,41,4
28075,41,17,10
28076,89,20,2
28077,3,36,10
28078,45,50,9
28079,38,47,10
28080,90,22,4
28081,57,35,3
28082,29,47,3
28083,20,29,10
28084,3,41,11
28085,55,15,12
28086,96,50,9
28087,63,47,9
28088,11,27,5
28089,70,15,6
28090,70,11,9
28091,57,30,9
28092,48,48,7
28093,53,34,3
28094,73,40,9
28095,43,39,6
28096,64,17,9
28097,55,15,10
28098,86,12,8
28099,27,32,3
28100,50,50,12
28101,9,40,3
28102,78,50,7
28103,27,31,9
28104,50,18,8
28105,88,24,6
28106,25,10,7
28107,36,24,6
28108,16,20,7
28109,84,18,6
28110,6,10,3
28111,70,27,4
28112,20,44,9
28113,32,15,7
28114,50,14,6
28115,24,42,4
28116,90,16,1
28117,4,22,3
28118,32,36,2
28119,83,24,12
28120,40,48,11
28121,97,33,5
28122,74,12,9
28123,87,43,4
28124,64,22,5
28125,94,24,1
28126,61,48,10
28127,26,13,6
28128,36,50,8
28129,22,23,4
28130,9,18,12
28131,73,26,4
28132,93,34,4
28133,6,12,10
28134,39,15,8
28135,40,35,8
28136,93,10,11
28137,67,28,3
28138,22,10,8
28139,90,38,7
28140,86,14,2
28141,33,13,8
28142,74,11,2
28143,17,10,5
28144,12,42,6
28145,74,19,12
28146,51,12,11
28147,76,24,8
28148,12,28,12
28149,27,17,11
28150,82,19,6
28151,20,10,2
28152,17,18,7
28153,55,49,2
28154,74,34,1
28155,74,22,8
28156,41,17,8
28157,49,43,4
28158,74,48,6
28159,88,19,2
28160,51,35,7
28161,47,42,2
28162,42,10,6
28163,5,49,11
28164,74,36,10
28165,25,44,5
28166,39,48,4
28167,89,41,2
28168,85,34,5
28169,51,41,4
28170,38,17,9
28171,64,13,4
28172,83,40,4
28173,6,38,3
28174,74,20,2
28175,39,12,10
28176,71,17,11
28177,14,14,6
28178,78,27,5
28179,7,27,2
28180,23,10,8
28181,7,23,2
28182,67,46,3
28183,58,17,2
28184,86,40,7
28185,8,45,1
28186,86,26,9
28187,52,41,10
28188,14,24,7
28189,42,26,8
28190,65,31,3
28191,100,27,4
28192,35,36,5
28193,32,47,1
28194,50,50,1
28195,4,36,10
28196,39,30,3
28197,52,43,11
28198,84,10,5
28199,15,30,12
28200,10,11,12
28201,94,14,2
28202,12,26,12
28203,48,45,2
28204,17,10,2
28205,2,45,7
28206,39,14,5
28207,9,47,7
28208,5,25,12
28209,77,47,7
28210,96,16,9
28211,44,22,11
28212,49,49,12
28213,68,10,7
28214,90,36,1
28215,35,50,2
28216,70,46,2
28217,38,39,8
28218,24,27,10
28219,8,17,2
28220,4,28,8
28221,17,35,11
28222,99,49,6
28223,65,15,7
28224,89,14,12
28225,87,36,12
28226,33,41,10
28227,94,41,3
28228,1,31,4
28229,22,49,1
28230,14,26,1
28231,5,22,10
28232,96,21,9
28233,13,13,2
28234,16,40,9
28235,83,45,12
28236,12,22,5
28237,44,16,12
28238,42,35,8
28239,39,28,12
28240,16,49,3
28241,30,26,10
28242,88,42,4
28243,97,34,2
28244,4,30,2
28245,93,42,11
28246,80,49,8
28247,65,28,10
28248,79,16,1
28249,65,16,12
28250,14,14,4
28251,75,29,4
28252,34,12,4
28253,94,39,9
28254,25,17,9
28255,45,41,1
28256,84,25,8
28257,77,14,1
28258,7,24,11
28259,17,37,8
28260,69,13,12
28261,88,32,11
28262,39,11,3
28263,74,11,9
28264,65,34,6
28265,26,40,8
28266,73,35,1
28267,2,41,8
28268,39,45,4
28269,8,18,8
28270,14,29,4
28271,30,35,11
28272,69,42,6
28273,51,48,3
28274,53,11,3
28275,25,46,4
28276,5,10,6
28277,24,35,5
28278,59,30,11
28279,78,45,4
28280,58,13,10
28281,6,39,8
28282,32,14,2
28283,24,20,3
28284,70,33,10
28285,14,41,5
28286,49,33,9
28287,97,22,4
28288,47,45,7
28289,80,15,2
28290,67,45,12
28291,15,41,5
28292,52,25,8
28293,45,33,12
28294,26,39,3
28295,58,33,5
28296,81,26,7
28297,96,46,10
28298,35,39,3
28299,36,42,7
28300,93,36,10
28301,89,19,3
28302,56,30,9
28303,66,10,7
28304,45,27,12
28305,95,16,4
28306,23,13,6
28307,44,50,9
28308,91,17,9
28309,68,21,4
28310,34,26,10
28311,47,46,11
28312,8,30,8
28313,96,12,9
28314,62,10,5
28315,79,18,3
28316,60,22,6
28317,38,34,1
28318,99,21,7
28319,20,49,1
28320,34,36,8
28321,98,44,2
28322,100,16,11
28323,41,36,1
28324,12,22,4
28325,66,34,4
28326,23,45,1
28327,10,33,6
28328,100,38,1
28329,15,31,5
28330,11,10,12
28331,20,13,12
28332,48,24,10
28333,27,23,1
28334,26,31,1
28335,6,12,10
28336,51,33,9
28337,3,14,6
28338,81,18,10
28339,20,14,1
28340,25,15,12
28341,78,14,12
28342,81,18,1
28343,82,38,1
28344,15,23,12
28345,51,36,9
28346,72,23,6
28347,56,43,7
28348,26,41,5
28349,85,41,6
28350,39,21,12
28351,20,27,1
28352,34,35,9
28353,52,47,6
28354,5,43,10
28355,14,38,9
28356,78,15,3
28357,62,14,10
28358,30,30,1
28359,75,49,1
28360,83,25,9
28361,2,24,6
28362,24,22,8
28363,28,24,9
28364,78,19,8
28365,82,14,9
28366,67,49,1
28367,17,48,9
28368,45,50,5
28369,84,34,11
28370,36,21,4
28371,46,11,3
28372,86,23,8
28373,38,16,10
28374,83,11,7
28375,28,40,7
28376,35,25,11
28377,32,22,11
28378,9,35,7
28379,38,47,8
28380,30,22,9
28381,21,23,10
28382,73,41,1
28383,82,35,1
28384,31,38,4
28385,5,18,12
28386,84,40,11
28387,47,34,1
28388,72,35,12
28389,39,12,8
28390,37,34,11
28391,18,12,12
28392,33,40,9
28393,96,11,7
28394,5,36,12
28395,71,15,4
28396,94,49,4
28397,38,12,5
28398,1,47,1
28399,15,28,7
28400,80,12,8
28401,98,36,7
28402,42,10,7
28403,14,18,1
28404,96,20,9
28405,99,45,2
28406,99,24,5
28407,10,41,10
28408,17,12,4
28409,78,11,4
28410,35,50,10
28411,17,39,4
28412,53,19,6
28413,67,18,3
28414,89,17,1
28415,21,16,1
28416,45,20,12
28417,14,45,4
28418,93,10,12
28419,60,24,5
28420,21,38,6
28421,100,36,1
28422,12,23,10
28423,97,44,9
28424,52,34,12
28425,2,15,9
28426,6,48,8
28427,22,40,5
28428,18,40,1
28429,23,18,4
28430,20,23,8
28431,31,30,4
28432,7,34,11
28433,47,36,11
28434,86,38,6
28435,15,34,10
28436,2,37,12
28437,26,18,7
28438,73,28,1
28439,29,36,8
28440,84,43,11
28441,5,29,12
28442,29,32,1
28443,81,44,12
28444,28,17,3
28445,22,36,11
28446,54,49,5
28447,62,34,3
28448,12,23,7
28449,75,44,9
28450,55,36,3
28451,81,15,6
28452,13,39,3
28453,23,45,6
28454,90,16,2
28455,27,26,8
28456,70,11,7
28457,77,44,8
28458,88,45,9
28459,44,30,1
28460,40,20,12
28461,60,36,9
28462,3,16,2
28463,55,41,8
28464,53,27,1
28465,47,35,3
28466,61,16,8
28467,6,27,7
28468,25,46,5
28469,83,43,6
28470,73,34,9
28471,85,48,7
28472,71,18,3
28473,21,48,7
28474,5,19,3
28475,89,12,9
28476,66,45,2
28477,88,30,10
28478,50,11,11
28479,32,18,10
28480,42,30,5
28481,98,40,3
28482,17,13,11
28483,10,16,12
28484,56,11,9
28485,21,49,9
28486,64,27,3
28487,50,32,6
28488,90,36,5
28489,22,16,1
28490,51,36,8
28491,69,50,6
28492,3,35,12
28493,43,34,11
28494,69,22,10
28495,88,21,8
28496,95,45,12
28497,98,44,5
28498,23,48,2
28499,55,20,5
28500,40,42,5
28501,59,22,9
28502,40,47,5
28503,35,21,8
28504,41,17,10
28505,58,22,8
28506,62,26,11
28507,26,25,3
28508,49,25,3
28509,48,32,11
28510,19,33,10
28511,59,46,1
28512,15,22,4
28513,39,17,2
28514,1,26,5
28515,11,18,11
28516,36,18,12
28517,49,44,7
28518,52,20,8
28519,17,11,1
28520,41,32,3
28521,28,14,6
28522,64,42,5
28523,92,33,2
28524,73,10,4
28525,47,26,12
28526,74,25,4
28527,79,43,9
28528,98,15,12
28529,19,14,8
28530,85,18,6
28531,3,13,4
28532,85,28,2
28533,15,16,4
28534,48,14,11
28535,93,10,5
28536,68,21,2
28537,25,19,3
28538,22,50,1
28539,72,12,2
28540,78,42,8
28541,34,32,7
28542,3,35,9
28543,45,24,3
28544,57,37,11
28545,13,21,8
28546,29,10,2
28547,14,34,11
28548,55,50,10
28549,21,29,12
28550,94,13,12
28551,55,50,6
28552,46,41,5
28553,60,28,11
28554,9,44,9
28555,85,39,1
28556,79,44,10
28557,48,43,7
28558,79,37,5
28559,79,49,6
28560,78,15,12
28561,80,29,1
28562,5,49,5
28563,8,50,5
28564,92,31,7
28565,24,35,9
28566,33,34,10
28567,92,42,2
28568,19,40,3
28569,64,47,1
28570,64,25,1
28571,87,30,5
28572,59,39,3
28573,61,32,9
28574,1,38,2
28575,86,31,7
28576,5,34,6
28577,21,30,7
28578,72,17,9
28579,93,38,3
28580,32,32,6
28581,52,15,5
28582,87,29,4
28583,86,43,1
28584,97,18,8
28585,77,10,10
28586,53,23,8
28587,62,25,10
28588,34,32,7
28589,85,49,10
28590,36,50,11
28591,21,19,5
28592,39,39,8
28593,86,29,1
28594,54,40,2
28595,37,22,3
28596,60,45,4
28597,77,35,4
28598,87,40,3
28599,97,15,6
28600,68,18,7
28601,8,25,6
28602,56,48,1
28603,53,26,2
28604,76,43,4
28605,29,47,8
28606,91,21,12
28607,55,30,4
28608,55,17,2
28609,78,24,11
28610,8,32,7
28611,15,14,4
28612,55,18,8
28613,3,14,9
28614,79,16,7
28615,85,14,1
28616,83,15,12
28617,16,37,12
28618,26,22,5
28619,46,47,9
28620,6,25,9
28621,9,24,11
28622,97,49,11
28623,10,26,7
28624,89,15,11
28625,44,20,3
28626,51,13,2
28627,69,17,1
28628,40,27,8
28629,68,35,4
28630,12,20,7
28631,14,45,9
28632,52,15,4
28633,41,17,3
28634,91,38,7
28635,97,18,3
28636,89,26,3
28637,89,34,11
28638,12,48,5
28639,79,21,4
28640,59,19,8
28641,9,47,5
28642,64,20,11
28643,63,16,6
28644,33,24,12
28645,75,25,2
28646,38,12,7
28647,81,43,9
28648,19,33,1
28649,51,29,9
28650,15,23,5
28651,76,24,3
28652,20,22,1
28653,80,36,11
28654,67,12,6
28655,1,25,1
28656,49,17,6
28657,67,46,11
28658,38,16,6
28659,52,19,12
28660,36,36,10
28661,65,24,12
28662,99,42,1
28663,83,36,11
28664,59,29,6
28665,16,25,6
28666,46,34,3
28667,14,40,4
28668,41,44,7
28669,91,41,11
28670,36,16,10
28671,66,21,4
28672,60,49,12
28673,88,17,9
28674,54,36,12
28675,95,40,6
28676,37,28,8
28677,73,38,4
28678,93,37,2
28679,80,27,11
28680,6,48,11
28681,65,43,2
28682,69,42,12
28683,10,25,5
28684,78,45,11
28685,95,32,6
28686,73,24,4
28687,88,23,2
28688,62,42,11
28689,41,50,10
28690,4,22,5
28691,82,17,6
28692,10,11,8
28693,28,31,5
28694,20,45,9
28695,66,43,7
28696,31,45,9
28697,62,10,11
28698,95,23,8
28699,86,38,1
28700,9,15,10
28701,40,18,1
28702,28,19,1
28703,39,30,4
28704,42,38,1
28705,1,46,5
28706,85,24,8
28707,22,39,8
28708,22,20,1
28709,15,44,3
28710,92,19,5
28711,50,14,12
28712,86,43,1
28713,100,24,9
28714,57,48,2
28715,29,15,9
28716,10,20,10
28717,50,25,1
28718,16,45,4
28719,88,49,3
28720,92,38,4
28721,73,20,7
28722,64,28,6
28723,55,41,2
28724,15,31,11
28725,32,24,7
28726,73,31,10
28727,57,41,8
28728,57,48,9
28729,23,23,11
28730,61,50,4
28731,2,33,5
28732,33,49,2
28733,9,38,12
28734,84,16,10
28735,26,22,1
28736,71,44,7
28737,33,39,2
28738,35,38,8
28739,73,33,10
28740,27,19,8
28741,32,22,6
28742,60,37,6
28743,84,13,10
28744,7,11,3
28745,3,18,4
28746,30,47,10
28747,84,48,11
28748,12,27,6
28749,47,16,12
28750,88,12,9
28751,45,20,1
28752,8,27,1
28753,87,46,12
28754,23,42,1
28755,9,28,5
28756,99,28,5
28757,16,16,2
28758,4,13,8
28759,4,29,12
28760,50,14,11
28761,43,21,7
28762,97,22,5
28763,88,27,3
28764,92,17,10
28765,96,45,6
28766,65,48,8
28767,39,38,11
28768,88,17,3
28769,91,12,2
28770,11,29,6
28771,10,45,3
28772,47,41,4
28773,51,41,12
28774,71,10,9
28775,59,14,3
28776,86,33,2
28777,5,37,2
28778,33,42,8
28779,70,10,10
28780,33,13,6
28781,23,48,11
28782,24,26,1
28783,31,33,7
28784,48,18,3
28785,59,16,3
28786,67,11,3
28787,87,28,3
28788,34,27,5
28789,54,27,4
28790,56,24,7
28791,34,45,6
28792,31,22,12
28793,65,48,5
28794,67,41,11
28795,59,12,9
28796,75,19,5
28797,57,11,2
28798,51,15,5
28799,70,36,1
28800,8,46,4
28801,45,24,2
28802,76,31,10
28803,7,20,7
28804,23,28,7
28805,5,32,1
28806,69,19,6
28807,59,46,10
28808,17,43,2
28809,88,10,8
28810,7,44,5
28811,81,46,1
28812,11,47,4
28813,57,25,3
28814,88,22,6
28815,34,41,5
28816,12,30,7
